temperature,voltage,label
25.523004157028094,3.801357830216131,0.0
25.648408036286828,3.8166064577212118,0.0
24.16149393599214,3.8165267710438577,0.0
24.889985203006322,3.834983970757193,0.0
25.48381452843796,3.8022198162654446,0.0
25.380622028616575,3.7794420274443294,0.0
26.327883328605957,3.862159586208257,0.0
25.500830838056206,3.853197034978734,0.0
26.341784623354012,3.8824150848952104,0.0
26.057108857972242,3.856863439133832,0.0
26.315026441359887,3.8679522455126674,0.0
26.441760331173004,3.8673396470917436,0.0
27.41587284417714,3.8998507182561144,0.0
26.92378204081416,3.9125215912544458,0.0
27.01245730899865,3.8952759965251698,0.0
26.24159370103571,3.9454671197541926,0.0
27.398147639495942,3.8972945108905344,0.0
27.406256261516702,3.893693332663263,0.0
27.45966384916472,3.9298471291274524,0.0
27.25366287002287,3.973931407035467,0.0
27.430130692454274,3.9662344746890064,0.0
28.259873640804294,3.9864687244427435,0.0
28.04640033107422,3.99247395654014,0.0
28.444592671188097,3.9731104604049383,0.0
28.227131645424944,3.9970345753099448,0.0
28.047033816302665,4.009219906062386,0.0
28.64668081322521,3.9858407628400143,0.0
29.892770323531604,3.9985460097971925,0.0
28.573806767939924,4.000031069473113,0.0
29.30131849616346,4.034763530465313,0.0
29.346406296270562,4.002217887678204,0.0
28.761473365253856,4.030669696637487,0.0
30.104463831788966,4.023963275106343,0.0
29.06814684225154,4.026644726561633,0.0
29.86098625329334,4.063944376221834,0.0
29.31887257448617,4.078607631635946,0.0
30.007016512609905,4.070956007114753,0.0
30.082579283872104,4.102118552211002,0.0
29.926276221774472,4.069318881108766,0.0
30.772656184515576,4.069507368222908,0.0
30.373067066821818,4.092607320850576,0.0
29.614005884464248,4.077632312946365,0.0
30.57055513024805,4.0925386541909745,0.0
30.642178530378775,4.094181410232962,0.0
29.82139765022169,4.0955803485572835,0.0
30.77191916389829,4.116662935579148,0.0
31.063348032997304,4.095808938625041,0.0
32.08389995798534,4.095641776958342,0.0
31.350358495159657,4.141729097199865,0.0
30.95063662661639,4.136140607330804,0.0
31.375318358354708,4.118373586380182,0.0
30.33404578537878,4.165954044292165,0.0
31.896054628601544,4.162163848911247,0.0
31.91018643624454,4.170868907533956,0.0
31.744998955504443,4.138784804439595,0.0
31.591262838004038,4.143849594411538,0.0
32.62198661356189,4.1694569919836075,0.0
33.08664848825463,4.158362306115617,0.0
33.18728724259535,4.13775747952121,0.0
33.15377024950052,4.14070844095891,0.0
32.5773493611365,4.182487209972751,0.0
32.42059017418539,4.171620473552737,0.0
33.52217806070545,4.189740907592795,0.0
32.63941546623437,4.213594360240358,0.0
32.831314413848524,4.225348518096345,0.0
33.12961335357293,4.179065245413432,0.0
33.5349088346963,4.201826210167781,0.0
33.21536328159513,4.214097463840942,0.0
33.37466332036967,4.196186043631464,0.0
33.4027185725687,4.169073127730138,0.0
33.869990648075714,4.172215146815933,0.0
34.60559647746,4.211344226212535,0.0
33.94197715792886,4.191817507167593,0.0
34.822247475315564,4.208510951020252,0.0
34.60688505135463,4.177090746800826,0.0
34.29508052385009,4.209744442468285,0.0
35.79945996037035,4.1990953855866815,0.0
35.31104576819331,4.182221156152866,0.0
35.811218446826246,4.204124771431921,0.0
34.97097889994094,4.198020104322248,0.0
35.823890198863445,4.18673135259544,0.0
35.22993759287507,4.224829397209131,0.0
35.218636568431236,4.219728044151793,0.0
35.470467439115865,4.207267771672091,0.0
35.63284413682988,4.205992546750089,0.0
36.73633063655205,4.152910380030605,0.0
35.569287870926146,4.2095625584302985,0.0
36.037771598287655,4.186493268939863,0.0
36.39788420645736,4.197300985000267,0.0
35.75696252228238,4.17540800270472,0.0
36.18593825064219,4.2273456866780865,0.0
36.51356898309865,4.221628083691831,0.0
35.95951980893545,4.16798834620941,0.0
36.728640493206775,4.172752303368036,0.0
37.0539036826925,4.140473468547574,0.0
36.669649234184,4.148715825133928,0.0
